text,posicion
RT @LuisaMarq1: #TrapaDrive #AbortoLegal https://t.co/vdIqmd5D5z,si
RT @manadigiur: En Santa Fe la interrupción del embarazo no es punible. Lo hacen en la mayoría de los centros de salud (quirúrgicamente y c…,si
RT @femwarda: #AbortoLegal https://t.co/rKxTYFQ8I9,si
RT @MariaSuarezC3: Plenaria de compañeras de @NEncuentroCABA. Formación e intercambio de ideas para continuar militando la campaña por #Abo…,si
"Exigo no me quiten el derecho de elegir con qué cargo o libero mí conciencia
#AbortoLegalSeguroYGratuitoYa… https://t.co/looVDpRfXH",si
#AbortoLegal https://t.co/nttrsRPuOP,si
"RT @elciudadanoweb: #AbortoLegal Santa Fe se prepara para producir #misoprostol, el fámarco que la OMS considera esencial para la interrupc…",si
RT @revistaanfibia: El silencio respecto de la maternidad en el siglo XXI es la contracara de la maternalización de las mujeres en el siglo…,si
"RT @campaniabortoLP: ASAMBLEA PARA ORGANIZARNOS

¡JUNTXS SOMOS MÁS FUERTES!

El movimiento de mujeres, lesbianas, travestis, trans, bisexua…",si
"ASAMBLEA PARA ORGANIZARNOS

¡JUNTXS SOMOS MÁS FUERTES!

El movimiento de mujeres, lesbianas, travestis, trans, bise… https://t.co/VeRlrucWfZ",si
"""Sorprende escuchar sus testimonios y descubrir que, en lo más íntimo de su ser, ninguna mujer quiere abortar.""
Ter… https://t.co/ydggMOejpb",si
"#AbortoLegal 
Cada mujer es dueña de su cuerpo  y puede hacer lo que quiera con el ,son dueñas de sus decisiones pa… https://t.co/y692AMi625",si
RT @atlanticsurff: El Kirchnerismo durante ocho años aplaudió a una loca mal medicada que se negaba a debatir sobre el aborto. Tuvo que ven…,si
RT @MariaSuarezC3: Plenaria de compañeras de @NEncuentroCABA. Formación e intercambio de ideas para continuar militando la campaña por #Abo…,si
RT @MariaSuarezC3: Plenaria de compañeras de @NEncuentroCABA. Formación e intercambio de ideas para continuar militando la campaña por #Abo…,si
RT @MariaSuarezC3: Plenaria de compañeras de @NEncuentroCABA. Formación e intercambio de ideas para continuar militando la campaña por #Abo…,si
Plenaria de compañeras de @NEncuentroCABA. Formación e intercambio de ideas para continuar militando la campaña por… https://t.co/AAFdDAbIpi,si
"""No existe el aborto legal por fuera del feminismo"", advirtió la comediante argentina #MalenaPichot en la manifesta… https://t.co/uMDRQTDvYG",si
"RT @capitanintriga: Excelente, clara y contundente @claudiapineiro: “Cuando dicen que están en contra del aborto y a favor de la vida están…",si
RT @femwarda: #AbortoLegal https://t.co/rKxTYFQ8I9,si
"RT @elciudadanoweb: #AbortoLegal Santa Fe se prepara para producir #misoprostol, el fámarco que la OMS considera esencial para la interrupc…",si
"Me compré una boludita que dice que en mi planteo  (?) no ve incluida la vasectomía...claro ,ellas en su planteo de… https://t.co/HCpWfQ1ZVn",si
"""Que nuestra voz suene mas fuerte que las campanas de la Iglesia"", protestaba una de las representantes del colecti… https://t.co/XfvtAPgGAk",si
"RT @PolArg: #AbortoLegal #Video | Con una enorme sonrisa en su rostro, Mollo ató el simbólico pañuelo verde a favor del aborto al pie de su…",si
"Lo dijo CFK ""NO ESTAMOS PREPARADOS PARA DISCUTIR EL ABORTO"" ...Y TENIA RAZON! #AbortoLegal https://t.co/Y8ECDNjfi5",si
RT @IpasLatina: #DDHH 🌐 Las leyes punitivas sobre aborto violan los derechos humanos de las mujeres en todo el mundo. Los derechos sexuales…,si
"RT @IpasLatina: ""El misoprostol es recomendado por la OMS en su ""Manual de Práctica Clínica para un Aborto"" para realizar abortos seguros y…",si
"RT @IpasLatina: ""El misoprostol es recomendado por la OMS en su ""Manual de Práctica Clínica para un Aborto"" para realizar abortos seguros y…",si
"RT @nbg__: ""Afirmar que un embrión es una persona puede ser válido para una religión, pero no lo es para la ciencia"". Mario Sebastiani, obs…",si
"RT @IpasLatina: ""El misoprostol es recomendado por la OMS en su ""Manual de Práctica Clínica para un Aborto"" para realizar abortos seguros y…",si
"RT @IpasLatina: ""El misoprostol es recomendado por la OMS en su ""Manual de Práctica Clínica para un Aborto"" para realizar abortos seguros y…",si
RT @PatriaGrandeCAP: Mesazo por el #AbortoLegal 💚✊🏽 https://t.co/UbGiT28Wwx,si
"Comunicado de la Sociedad Argentina de Medicina sobre el aborto. #AbortoLegal

- No es una discusión biológica, rel… https://t.co/DvsEZHVla4",si
"RT @IpasLatina: ""El misoprostol es recomendado por la OMS en su ""Manual de Práctica Clínica para un Aborto"" para realizar abortos seguros y…",si
RT @manadigiur: En Santa Fe la interrupción del embarazo no es punible. Lo hacen en la mayoría de los centros de salud (quirúrgicamente y c…,si
RT @CarlaCarrizoAR: Rectores de las universidades donde cursaste o donde estudian tus amigos se expresaron a favor de #AbortoLegal 💚 Este n…,si
#AbortoLegal ?,si
RT @IpasLatina: #DDHH 🌐 Las leyes punitivas sobre aborto violan los derechos humanos de las mujeres en todo el mundo. Los derechos sexuales…,si
"RT @IpasLatina: ""El misoprostol es recomendado por la OMS en su ""Manual de Práctica Clínica para un Aborto"" para realizar abortos seguros y…",si
RT @IpasLatina: #DDHH 🌐 Las leyes punitivas sobre aborto violan los derechos humanos de las mujeres en todo el mundo. Los derechos sexuales…,si
RT @coolsongn2: Esto es para esa manga de pelotudos que pone en tela de juicio las estadísticas ASI FUERA UNA SOLA PIBA MUERTA POR AÑO YA S…,si
RT @IpasLatina: #DDHH 🌐 Las leyes punitivas sobre aborto violan los derechos humanos de las mujeres en todo el mundo. Los derechos sexuales…,si
RT @IpasLatina: #DDHH 🌐 Las leyes punitivas sobre aborto violan los derechos humanos de las mujeres en todo el mundo. Los derechos sexuales…,si
"RT @IpasLatina: ""El misoprostol es recomendado por la OMS en su ""Manual de Práctica Clínica para un Aborto"" para realizar abortos seguros y…",si
RT @florencialcaraz: Si se perdieron las exposiciones en @DiputadosAR sobre #AbortoLegal de esta primera semana pasen por @latfemnoticias q…,si
"RT @JuntasCba: #AbortoLegal
El martes siguen las exposiciones en el Congreso de la Nación y nosotras no abandonamos las calles ✊
¡Sumate al…",si
#DDHH 🌐 Las leyes punitivas sobre aborto violan los derechos humanos de las mujeres en todo el mundo. Los derechos… https://t.co/L2ypFLMwHA,si
"Pobres ciegos descerebrados.
Bala a #Parenthood y su millonario negocio del aborto y los pelotudos q lo promueven.… https://t.co/76o5fbDBts",si
RT @fortinducto: Claudia Piñeiro: “Las mujeres estamos acá para defender nuestros derechos y no nos vamos a retirar” De lo mejor de la jorn…,si
"RT @elciudadanoweb: #AbortoLegal Santa Fe se prepara para producir #misoprostol, el fámarco que la OMS considera esencial para la interrupc…",si
"RT @elciudadanoweb: #AbortoLegal Santa Fe se prepara para producir #misoprostol, el fámarco que la OMS considera esencial para la interrupc…",si
"RT @IpasLatina: ""El misoprostol es recomendado por la OMS en su ""Manual de Práctica Clínica para un Aborto"" para realizar abortos seguros y…",si
RT @fortinducto: Claudia Piñeiro: “Las mujeres estamos acá para defender nuestros derechos y no nos vamos a retirar” De lo mejor de la jorn…,si
"RT @elciudadanoweb: #AbortoLegal Santa Fe se prepara para producir #misoprostol, el fámarco que la OMS considera esencial para la interrupc…",si
"RT @IpasLatina: ""El misoprostol es recomendado por la OMS en su ""Manual de Práctica Clínica para un Aborto"" para realizar abortos seguros y…",si
"RT @IpasLatina: ""El misoprostol es recomendado por la OMS en su ""Manual de Práctica Clínica para un Aborto"" para realizar abortos seguros y…",si
"RT @IpasLatina: ""El misoprostol es recomendado por la OMS en su ""Manual de Práctica Clínica para un Aborto"" para realizar abortos seguros y…",si
"RT @elciudadanoweb: #AbortoLegal Santa Fe se prepara para producir #misoprostol, el fámarco que la OMS considera esencial para la interrupc…",si
"RT @nbg__: ""Afirmar que un embrión es una persona puede ser válido para una religión, pero no lo es para la ciencia"". Mario Sebastiani, obs…",si
"Para leer...
#AbortoLegal

“Vuestras creencias personales no debieran entorpecer las políticas públicas”… https://t.co/QLGthZcghL",si
"RT @IpasLatina: ""El misoprostol es recomendado por la OMS en su ""Manual de Práctica Clínica para un Aborto"" para realizar abortos seguros y…",si
"RT @IpasLatina: ""El misoprostol es recomendado por la OMS en su ""Manual de Práctica Clínica para un Aborto"" para realizar abortos seguros y…",si
"RT @IpasLatina: ""El misoprostol es recomendado por la OMS en su ""Manual de Práctica Clínica para un Aborto"" para realizar abortos seguros y…",si
"RT @IpasLatina: ""El misoprostol es recomendado por la OMS en su ""Manual de Práctica Clínica para un Aborto"" para realizar abortos seguros y…",si
RT @femwarda: #AbortoLegal https://t.co/rKxTYFQ8I9,si
"RT @IpasLatina: ""El misoprostol es recomendado por la OMS en su ""Manual de Práctica Clínica para un Aborto"" para realizar abortos seguros y…",si
"RT @IpasLatina: ""El misoprostol es recomendado por la OMS en su ""Manual de Práctica Clínica para un Aborto"" para realizar abortos seguros y…",si
"RT @elciudadanoweb: #AbortoLegal Santa Fe se prepara para producir #misoprostol, el fámarco que la OMS considera esencial para la interrupc…",si
"RT @elciudadanoweb: #AbortoLegal Santa Fe se prepara para producir #misoprostol, el fámarco que la OMS considera esencial para la interrupc…",si
"RT @IpasLatina: ""El misoprostol es recomendado por la OMS en su ""Manual de Práctica Clínica para un Aborto"" para realizar abortos seguros y…",si
"La versión de Bella Ciao por el derecho al aborto compuesta por Las Rojas se hace viral!. ""Macri chau Macri chau Ma… https://t.co/ESywejJlur",si
"RT @elciudadanoweb: #AbortoLegal Santa Fe se prepara para producir #misoprostol, el fámarco que la OMS considera esencial para la interrupc…",si
"RT @IpasLatina: ""El misoprostol es recomendado por la OMS en su ""Manual de Práctica Clínica para un Aborto"" para realizar abortos seguros y…",si
"RT @elciudadanoweb: #AbortoLegal Santa Fe se prepara para producir #misoprostol, el fámarco que la OMS considera esencial para la interrupc…",si
"RT @elciudadanoweb: #AbortoLegal Santa Fe se prepara para producir #misoprostol, el fámarco que la OMS considera esencial para la interrupc…",si
"#AbortoLegal Santa Fe se prepara para producir #misoprostol, el fámarco que la OMS considera esencial para la inter… https://t.co/QDWzQFpX01",si
RT @CarlaCarrizoAR: “No permitamos que nos roben la palabra vida”. Gran discurso de @claudiapineiro 👏🏻 Más de 200 escritoras a favor de #Ab…,si
"RT @IpasLatina: ""El misoprostol es recomendado por la OMS en su ""Manual de Práctica Clínica para un Aborto"" para realizar abortos seguros y…",si
"RT @IpasLatina: ""El misoprostol es recomendado por la OMS en su ""Manual de Práctica Clínica para un Aborto"" para realizar abortos seguros y…",si
"RT @Marian_Carbajal: En mi exposición en Diputados x #AbortoLegal cerré con una selfie de María Campos, muerta x un aborto inseguro el 28 d…",si
"RT @IpasLatina: ""El misoprostol es recomendado por la OMS en su ""Manual de Práctica Clínica para un Aborto"" para realizar abortos seguros y…",si
RT @manadigiur: En Santa Fe la interrupción del embarazo no es punible. Lo hacen en la mayoría de los centros de salud (quirúrgicamente y c…,si
"""El misoprostol es recomendado por la OMS en su ""Manual de Práctica Clínica para un Aborto"" para realizar abortos s… https://t.co/P6pqpCXOCf",si
RT @xdefranx: !!!! #AbortoLegal https://t.co/gbpWBc9MVk,si
"RT @Marian_Carbajal: En mi exposición en Diputados x #AbortoLegal cerré con una selfie de María Campos, muerta x un aborto inseguro el 28 d…",si
#AbortoLegalYa: hacer historia un reclamo político https://t.co/TIDPfIDt3p #AbortoLegal #derechoadecidir #DDHH #Salud #SSyR #DSyR #Argentina,si
RT @MagickPrincess: Se CASTIGA a la mujer q OSA no desear tener hijos. Lo del embrión=niño es verso. O no estarían a favor de la fertilizac…,si
RT @florencialcaraz: Si se perdieron las exposiciones en @DiputadosAR sobre #AbortoLegal de esta primera semana pasen por @latfemnoticias q…,si
"Muy bueno, para pensar y reflexionar ! (#AbortoLegal ) https://t.co/lm7WMBShCY",si
"RT @Marian_Carbajal: En mi exposición en Diputados x #AbortoLegal cerré con una selfie de María Campos, muerta x un aborto inseguro el 28 d…",si
RT @PatriaGrandeCAP: Mesazo por el #AbortoLegal 💚✊🏽 https://t.co/UbGiT28Wwx,si
RT @Castelopio: Empecemos por dejar de decirles pro vida a estos imbéciles. #AbortoLegal,si
RT @manadigiur: En Santa Fe la interrupción del embarazo no es punible. Lo hacen en la mayoría de los centros de salud (quirúrgicamente y c…,si
RT @gabuarmoa: partetres #AbortoLegalSeguroYGratuitoYa #AbortoLegal https://t.co/52TaAAyB06,si
"RT @pablomcaruso: Todos los argumentos que utilizan públicamente para defender el aborto tienen 2 problemas, primero son falaces y fácilmen…",si
En todas partes se cuecen habas. Ley de despenalización del #Aborto en El Salvador. (Aunque ellos están un paso más… https://t.co/I331ZzYjRQ,si
"Que dice la #Biblia sobre el aborto? 
Te dejo mi mensaje en este link...

https://t.co/pEARyrTZrW …… https://t.co/Y8gkHNUS0e",si
RT @revistaanfibia: El silencio respecto de la maternidad en el siglo XXI es la contracara de la maternalización de las mujeres en el siglo…,si
"RT @JuntasCba: #AbortoLegal
El martes siguen las exposiciones en el Congreso de la Nación y nosotras no abandonamos las calles ✊
¡Sumate al…",si
RT @juarezfacundo_: Ahi tienen a lxs compañerxs de La Mella.. No me sorprende para nada estas  actitudes nefastas sobre un tema tan serio c…,si
RT @manadigiur: En Santa Fe la interrupción del embarazo no es punible. Lo hacen en la mayoría de los centros de salud (quirúrgicamente y c…,si
"#Argentina inició ésta semana el debate por #AbortoLegal, en #PanoramaABC de #hoy dialogamos con las Diputadas .… https://t.co/2JfUXE9xqK",si
"RT @JuntasCba: #AbortoLegal
Te contamos qué se dijo en la segunda jornada de exposiciones en el Congreso 📣 https://t.co/7fhnAkdAxw",si
RT @florencialcaraz: Si se perdieron las exposiciones en @DiputadosAR sobre #AbortoLegal de esta primera semana pasen por @latfemnoticias q…,si
"""Basta situarse en la experiencia de toda mujer en edad de fecundar para comprender que el coito no puede liberarse… https://t.co/bBSUa1vKwm",si
"RT @caamiidelgado: Mientras se dieron exposiciones a favor del aborto, sala llena. 
Ah pero cuando empezaron las que están en contra, nos r…",si
RT @femwarda: #AbortoLegal https://t.co/rKxTYFQ8I9,si
"RT @nbg__: ""Afirmar que un embrión es una persona puede ser válido para una religión, pero no lo es para la ciencia"". Mario Sebastiani, obs…",si
"RT @vaninabiasi: Mónica Menini relata el caso Juana, una niña wichi de 12 años violada en banda en Salta, a la que obligaron a cursar un em…",si
"RT @MarchaOrgAr: #AbortoLegalSeguroYGratuitoYa

Lee toda la cobertura de @MarchaOrgAr

#AbortoLegalYa #AbortoLegal

https://t.co/OCN6CXxMbe…",si
RT @PatriaGrandeCAP: Mesazo por el #AbortoLegal 💚✊🏽 https://t.co/UbGiT28Wwx,si
Argentina. De los datos a la cloaca: segunda jornada del debate en Diputados del #AbortoLegal - Resumen Latinoameri… https://t.co/0h0KZdIo4E,si
RT @eldardo: #LaFotoDelDía @manuelcastells con el pañuelo verde por el #abortolegal en #SantaFeDebateIdeas ¡Gran jugada de @nataliazuazo! ✊…,si
RT @PatriaGrandeCAP: Mesazo por el #AbortoLegal 💚✊🏽 https://t.co/UbGiT28Wwx,si
RT @mel_kbania: #AbortoLegalYa #AbortoLegal https://t.co/qEia8eUkkN,si
RT @manadigiur: En Santa Fe la interrupción del embarazo no es punible. Lo hacen en la mayoría de los centros de salud (quirúrgicamente y c…,si
RT @florencialcaraz: Si se perdieron las exposiciones en @DiputadosAR sobre #AbortoLegal de esta primera semana pasen por @latfemnoticias q…,si
RT @PatriaGrandeCAP: Mesazo por el #AbortoLegal 💚✊🏽 https://t.co/UbGiT28Wwx,si
"RT @JuntasCba: #AbortoLegal
El martes siguen las exposiciones en el Congreso de la Nación y nosotras no abandonamos las calles ✊
¡Sumate al…",si
"RT @Marian_Carbajal: En mi exposición en Diputados x #AbortoLegal cerré con una selfie de María Campos, muerta x un aborto inseguro el 28 d…",si
RT @juarezfacundo_: Ahi tienen a lxs compañerxs de La Mella.. No me sorprende para nada estas  actitudes nefastas sobre un tema tan serio c…,si
Mesazo por el #AbortoLegal 💚✊🏽 https://t.co/UbGiT28Wwx,si
RT @florencialcaraz: Si se perdieron las exposiciones en @DiputadosAR sobre #AbortoLegal de esta primera semana pasen por @latfemnoticias q…,si
RT @florencialcaraz: Si se perdieron las exposiciones en @DiputadosAR sobre #AbortoLegal de esta primera semana pasen por @latfemnoticias q…,si
RT @revistaanfibia: El silencio respecto de la maternidad en el siglo XXI es la contracara de la maternalización de las mujeres en el siglo…,si
RT @revisbarcelona: Tapa de Revista Barcelona 305 - Mayo 2014 #AbortoLegal https://t.co/icG8VhirCI,si
Ahi tienen a lxs compañerxs de La Mella.. No me sorprende para nada estas  actitudes nefastas sobre un tema tan ser… https://t.co/luW7MBfuf1,si
RT @geabill: Cuando uno ve este desinterés y casi nula participación de nuestros @DiputadosAR (supuestos representantes de los intereses de…,si
RT @manadigiur: En Santa Fe la interrupción del embarazo no es punible. Lo hacen en la mayoría de los centros de salud (quirúrgicamente y c…,si
RT @mayrasmendoza: Acá estamos @DiputadosAR #AbortoLegal https://t.co/sgonlKjshW,si
Si se perdieron las exposiciones en @DiputadosAR sobre #AbortoLegal de esta primera semana pasen por… https://t.co/oGwBo5qIOK,si
"RT @mu_evolucion: “No queremos obligar a abortar a nadie; queremos que quienes lo decidan, lo hagan sin poner en riesgo su vida y salud” @m…",si
En Santa Fe la interrupción del embarazo no es punible. Lo hacen en la mayoría de los centros de salud (quirúrgicam… https://t.co/SA4CPxG3Tj,si
Cuando uno ve este desinterés y casi nula participación de nuestros @DiputadosAR (supuestos representantes de los i… https://t.co/OIZn4DGc9P,si
RT @revistaanfibia: El silencio respecto de la maternidad en el siglo XXI es la contracara de la maternalización de las mujeres en el siglo…,si
"@LG_RDT Que un señor obstetra como él, que me cuidó en mis dos embarazos y trajo a mis hijos al mundo, que me prote… https://t.co/cTTG9aD12X",si
"RT @nbg__: ""Afirmar que un embrión es una persona puede ser válido para una religión, pero no lo es para la ciencia"". Mario Sebastiani, obs…",si
"Uno de mis anhelos, es que se apruebe el #abortolegal para darles un derecho que el gobierno Nac&amp;Pop le negó durant… https://t.co/IEyiHscVrY",si
"#AbortoLegal ""Les pido: por favor, no nos ofendan más. No nos discriminen más. Todos estamos a favor de la vida. Po… https://t.co/39KTOouxEI",si
"RT @nbg__: ""Afirmar que un embrión es una persona puede ser válido para una religión, pero no lo es para la ciencia"". Mario Sebastiani, obs…",si
"#AbortoLegal La Sociedad Argentina de Medicina se manifestó a favor de la legalización: ""La mortalidad materna cons… https://t.co/QygiGBWon8",si
"RT @vaninabiasi: Mónica Menini relata el caso Juana, una niña wichi de 12 años violada en banda en Salta, a la que obligaron a cursar un em…",si
"RT @Marian_Carbajal: En mi exposición en Diputados x #AbortoLegal cerré con una selfie de María Campos, muerta x un aborto inseguro el 28 d…",si
"RT @Marian_Carbajal: En mi exposición en Diputados x #AbortoLegal cerré con una selfie de María Campos, muerta x un aborto inseguro el 28 d…",si
"RT @Lubertino: Importantisima Declaración de lxs Rectorxs de las Universidades Nacionales a favor de Educación sexual para decidir, anticon…",si
"RT @nbg__: ""Afirmar que un embrión es una persona puede ser válido para una religión, pero no lo es para la ciencia"". Mario Sebastiani, obs…",si
"RT @vaninabiasi: Mónica Menini relata el caso Juana, una niña wichi de 12 años violada en banda en Salta, a la que obligaron a cursar un em…",si
RT @xdefranx: !!!! #AbortoLegal https://t.co/gbpWBc9MVk,si
#AbortoLegal https://t.co/LOB04myJ8r,si
"El colegio Lola Mora se pronuncia por el derecho al #abortolegal, seguro y gratuito https://t.co/LBnoEsRZlb",si
RT @CarlaCarrizoAR: “No permitamos que nos roben la palabra vida”. Gran discurso de @claudiapineiro 👏🏻 Más de 200 escritoras a favor de #Ab…,si
"RT @Marian_Carbajal: En mi exposición en Diputados x #AbortoLegal cerré con una selfie de María Campos, muerta x un aborto inseguro el 28 d…",si
RT @eugeurrere: Manuel Castells saco del bolsillo pañuelito verde por el #abortolegal cuando ya no podia mas de genio,si
"RT @Marian_Carbajal: En mi exposición en Diputados x #AbortoLegal cerré con una selfie de María Campos, muerta x un aborto inseguro el 28 d…",si
"RT @nbg__: ""Afirmar que un embrión es una persona puede ser válido para una religión, pero no lo es para la ciencia"". Mario Sebastiani, obs…",si
RT @xdefranx: !!!! #AbortoLegal https://t.co/gbpWBc9MVk,si
"RT @nbg__: ""Afirmar que un embrión es una persona puede ser válido para una religión, pero no lo es para la ciencia"". Mario Sebastiani, obs…",si
RT @JuanaDeArcoXXI: el #aborto “es el crimen más horrendo de la humanidad y es un abuso de poder del más fuerte sobre el más débil”. #Abort…,si
RT @xdefranx: !!!! #AbortoLegal https://t.co/gbpWBc9MVk,si
RT @revistaanfibia: El silencio respecto de la maternidad en el siglo XXI es la contracara de la maternalización de las mujeres en el siglo…,si
"RT @MarchaOrgAr: #AbortoLegalSeguroYGratuitoYa

Lee toda la cobertura de @MarchaOrgAr

#AbortoLegalYa #AbortoLegal

https://t.co/OCN6CXxMbe…",si
"RT @vaninabiasi: Mónica Menini relata el caso Juana, una niña wichi de 12 años violada en banda en Salta, a la que obligaron a cursar un em…",si
"#AbortoLegalSeguroYGratuitoYa

Lee toda la cobertura de @MarchaOrgAr

#AbortoLegalYa #AbortoLegal… https://t.co/nbQ9FmE7yH",si
"#ElLobby @aleberco @nbg__ #AbortoLegalYa #AbortoLegal #abortolegalyseguro,#AbortoLegalSeguroYGratuitoYa… https://t.co/T3SYt1Ra08",si
"RT @Lubertino: Importantisima Declaración de lxs Rectorxs de las Universidades Nacionales a favor de Educación sexual para decidir, anticon…",si
RT @femwarda: #AbortoLegal https://t.co/rKxTYFQ8I9,si
"#AbortoLegalYa

La Campaña Nacional por el Derecho al #AbortoLegal, Seguro y Gratuito acompaña las reuniones inform… https://t.co/uGhw7bEabJ",si
"RT @nbg__: ""Cada vez que alguien dice que está en contra del aborto porque está a favor de la vida, nos excluye. No permitamos que nos robe…",si
RT @fonorosario: #AbortoLegal https://t.co/5JVAFJws9T,si
"RT @_TheChina: Compartí a este Edu Feinmann Abortivo, para que todos tomen conciencia y apoyen la despenalización del Aborto.

#AbortoLegal…",si
"RT @JuntasCba: #AbortoLegal
El martes siguen las exposiciones en el Congreso de la Nación y nosotras no abandonamos las calles ✊
¡Sumate al…",si
"RT @malehaboba: Mañana en #ColumnaGéneros hablamos c Soledad Deza sobre el debate en el #Congreso por la Ley de #AbortoLegal , abogada de B…",si
"RT @Marian_Carbajal: En mi exposición en Diputados x #AbortoLegal cerré con una selfie de María Campos, muerta x un aborto inseguro el 28 d…",si
"A favor del #ABORTO (libre, legal y gratuito):
❌ Popularidad: no. 
❌ Ciencia: no. 
❌ Moral: no.
❌ Estadísticas: no.… https://t.co/8lZPBbymbS",si
"RT @Lubertino: Importantisima Declaración de lxs Rectorxs de las Universidades Nacionales a favor de Educación sexual para decidir, anticon…",si
@C5N Placer de escuchar a Mario Sebastini. Habla claro. #abortolegal,si
"Este avance es inexorable: el #AbortoLegal será ley.
por Jenny Durán para @emergentemedio
https://t.co/Gvi2X8eR1Q",si
"RT @JuntasCba: #AbortoLegal
El martes siguen las exposiciones en el Congreso de la Nación y nosotras no abandonamos las calles ✊
¡Sumate al…",si
"RT @LibresSanLuis: En estos momentos, la juventud de Libres realizando una juntada de firmas por el #abortolegal.
#AhoraEsCuando https://t.…",si
"RT @JuntasCba: #AbortoLegal
El martes siguen las exposiciones en el Congreso de la Nación y nosotras no abandonamos las calles ✊
¡Sumate al…",si
"RT @pablomcaruso: Todos los argumentos que utilizan públicamente para defender el aborto tienen 2 problemas, primero son falaces y fácilmen…",si
"RT @JuntasCba: #AbortoLegal
El martes siguen las exposiciones en el Congreso de la Nación y nosotras no abandonamos las calles ✊
¡Sumate al…",si
RT @CarlaCarrizoAR: Rectores de las universidades donde cursaste o donde estudian tus amigos se expresaron a favor de #AbortoLegal 💚 Este n…,si
RT @CarlaCarrizoAR: “No permitamos que nos roben la palabra vida”. Gran discurso de @claudiapineiro 👏🏻 Más de 200 escritoras a favor de #Ab…,si
"RT @JuntasCba: #AbortoLegal
El martes siguen las exposiciones en el Congreso de la Nación y nosotras no abandonamos las calles ✊
¡Sumate al…",si
"RT @JuntasCba: #AbortoLegal
El martes siguen las exposiciones en el Congreso de la Nación y nosotras no abandonamos las calles ✊
¡Sumate al…",si
"RT @JuntasCba: #AbortoLegal
El martes siguen las exposiciones en el Congreso de la Nación y nosotras no abandonamos las calles ✊
¡Sumate al…",si
"#AbortoLegal
El martes siguen las exposiciones en el Congreso de la Nación y nosotras no abandonamos las calles ✊
¡… https://t.co/8CH9ilXohb",si
el #aborto “es el crimen más horrendo de la humanidad y es un abuso de poder del más fuerte sobre el más débil”. … https://t.co/wSQ3eBi2oD,si
"RT @nbg__: ""Afirmar que un embrión es una persona puede ser válido para una religión, pero no lo es para la ciencia"". Mario Sebastiani, obs…",si
"RT @nbg__: ""Afirmar que un embrión es una persona puede ser válido para una religión, pero no lo es para la ciencia"". Mario Sebastiani, obs…",si
"RT @cesmacosta2018: vamos al congreso de la CEB!
ejes:
-Género: #AbortoLegal, esi, protocolos y códigos de vestimenta
-Reformas educativas:…",si
"Ya fué, mandale Blockchain https://t.co/fIeJnHYnjC Thanks to @vik770 @sdorosario @rafagpalavecino #abortolegal #incineracion",si
RT @revistaanfibia: El silencio respecto de la maternidad en el siglo XXI es la contracara de la maternalización de las mujeres en el siglo…,si
RT @femwarda: #AbortoLegal https://t.co/rKxTYFQ8I9,si
RT @Notas_arg: #ElHiloDeLaSemana #AbortoLegal “Un día esta mierda no va a pasar más” https://t.co/AoVnJf8EEz por @Tia_MaGui https://t.co/ZX…,si
RT @CarlaCarrizoAR: “No permitamos que nos roben la palabra vida”. Gran discurso de @claudiapineiro 👏🏻 Más de 200 escritoras a favor de #Ab…,si
"RT @Marian_Carbajal: En mi exposición en Diputados x #AbortoLegal cerré con una selfie de María Campos, muerta x un aborto inseguro el 28 d…",si
"RT @laura_g_velasco: #Sobre Educación Sexual Integral, mi intervención por #AbortoLegal 
👇👇👇 https://t.co/rH91dPZjWR",si
RT @revistaanfibia: El silencio respecto de la maternidad en el siglo XXI es la contracara de la maternalización de las mujeres en el siglo…,si
RT @IpasLatina: #DDHH #AbortoLegal Una oportunidad para que los gobiernos y organizaciones de la sociedad civil fortalezcan sus programas d…,si
"RT @Marian_Carbajal: En mi exposición en Diputados x #AbortoLegal cerré con una selfie de María Campos, muerta x un aborto inseguro el 28 d…",si
RT @revistaanfibia: El silencio respecto de la maternidad en el siglo XXI es la contracara de la maternalización de las mujeres en el siglo…,si
"RT @Marian_Carbajal: En mi exposición en Diputados x #AbortoLegal cerré con una selfie de María Campos, muerta x un aborto inseguro el 28 d…",si
"RT @nbg__: ""Afirmar que un embrión es una persona puede ser válido para una religión, pero no lo es para la ciencia"". Mario Sebastiani, obs…",si
"RT @nbg__: ""Afirmar que un embrión es una persona puede ser válido para una religión, pero no lo es para la ciencia"". Mario Sebastiani, obs…",si
"RT @Marian_Carbajal: En mi exposición en Diputados x #AbortoLegal cerré con una selfie de María Campos, muerta x un aborto inseguro el 28 d…",si
"RT @gonzaloaziz: DEBATE por #AbortoLegal en @DiputadosAR 

Este fue el faltazo nombre x nombre en 2 de las 4 comisiones que componen el PLE…",si
"RT @Marian_Carbajal: En mi exposición en Diputados x #AbortoLegal cerré con una selfie de María Campos, muerta x un aborto inseguro el 28 d…",si
RT @revistaanfibia: El silencio respecto de la maternidad en el siglo XXI es la contracara de la maternalización de las mujeres en el siglo…,si
"RT @laura_g_velasco: #Sobre Educación Sexual Integral, mi intervención por #AbortoLegal 
👇👇👇 https://t.co/rH91dPZjWR",si
"RT @Alma_TPR: ""A 12 años de la sanción de la Ley de Enseñanza Sexual sólo 2 de cada 10 alumnos declara haber tenido instrucción al respecto…",si
"RT @laura_g_velasco: #Sobre Educación Sexual Integral, mi intervención por #AbortoLegal 
👇👇👇 https://t.co/rH91dPZjWR",si
